"","GenderSelect","Age","EmploymentStatus","FormalEducation","EmployerIndustry","LanguageRecommendationSelect","MajorSelect"
"697","Male",47,"Employed full-time","Bachelor's degree","Technology","Python","Computer Science"
"698","Male",34,"Employed full-time","Doctoral degree","Academic","Python","Mathematics or statistics"
"699","Male",27,"Employed full-time","Master's degree","Technology","Python","Mathematics or statistics"
"700","Male",47,"Employed full-time","Bachelor's degree","Academic","Python","Computer Science"
"701","Female",24,"Employed full-time","Doctoral degree","Academic","Python","Computer Science"
"702","Male",40,"Employed full-time","Bachelor's degree","Internet-based","Python","Computer Science"
"703","Male",67,"Employed full-time","Doctoral degree","Academic","Python","Computer Science"
"704","Male",35,"Employed full-time","Doctoral degree","Academic","R","Mathematics or statistics"
"705","Male",34,"Employed full-time","Master's degree","CRM/Marketing","SAS","Mathematics or statistics"
"706","Male",40,"Employed full-time","Master's degree","CRM/Marketing","Python","Mathematics or statistics"
"707","Female",26,"Employed full-time","Master's degree","Mix of fields","SAS","Mathematics or statistics"
"708","Male",24,"Employed full-time","Bachelor's degree","Technology","Python","Computer Science"
"709","Female",23,"Employed full-time","Bachelor's degree","Other","Python","Computer Science"
"710","Male",27,"Employed full-time","Master's degree","Academic","Python","Mathematics or statistics"
"711","Male",27,"Employed full-time","Master's degree","Financial","Python","Computer Science"
"712","Male",40,"Employed full-time","Master's degree","Telecommunications","Python","Mathematics or statistics"
"713","Female",24,"Employed full-time","Bachelor's degree","Technology","Python","Computer Science"
"714","Male",36,"Employed full-time","Master's degree","Financial","Python","Computer Science"
"715","Male",38,"Employed full-time","Master's degree","Academic","R","Mathematics or statistics"
"716","Male",21,"Employed part-time","Some college/university study without earning a bachelor's degree","Technology","Python","Computer Science"
"717","Female",25,"Employed full-time","Master's degree","Financial","Python","Mathematics or statistics"
"718","Male",28,"Employed full-time","Master's degree","Mix of fields","Python","Mathematics or statistics"
"719","Male",29,"Employed full-time","Master's degree","Telecommunications","Python","Computer Science"
"720","Male",41,"Employed full-time","Master's degree","Financial","Python","Mathematics or statistics"
"721","Male",28,"Employed full-time","Master's degree","Retail","Python","Mathematics or statistics"
"722","Male",46,"Employed full-time","Master's degree","Financial","Python","Mathematics or statistics"
"723","Male",46,"Employed full-time","Master's degree","Technology","R","Computer Science"
"724","Male",36,"Employed full-time","Doctoral degree","Other","Python","Mathematics or statistics"
"725","Male",26,"Employed full-time","Master's degree","Telecommunications","R","Computer Science"
"726","Male",29,"Employed full-time","Master's degree","Academic","Python","Computer Science"
"727","Male",34,"Employed full-time","Master's degree","Telecommunications","Python","Mathematics or statistics"
"728","Male",36,"Employed part-time","Master's degree","Academic","Python","Computer Science"
"729","Female",49,"Employed full-time","Master's degree","Technology","R","Computer Science"
"730","Male",37,"Employed part-time","Master's degree","Academic","Python","Computer Science"
"731","Male",26,"Employed full-time","Master's degree","Technology","Python","Computer Science"
"732","Female",32,"Employed full-time","Doctoral degree","Mix of fields","Python","Computer Science"
"733","Male",28,"Employed full-time","Bachelor's degree","Technology","Python","Computer Science"
"734","Male",26,"Employed full-time","Master's degree","Financial","Python","Mathematics or statistics"
"735","Male",39,"Employed full-time","Master's degree","Technology","Python","Computer Science"
"736","Male",38,"Employed full-time","Bachelor's degree","Hospitality/Entertainment/Sports","Python","Computer Science"
"737","Male",26,"Employed full-time","Master's degree","Manufacturing","Python","Computer Science"
"738","Female",33,"Employed full-time","Master's degree","Academic","Python","Computer Science"
"739","Male",30,"Employed full-time","Doctoral degree","Academic","Python","Mathematics or statistics"
"740","Male",39,"Employed full-time","Master's degree","Other","Python","Computer Science"
"741","Female",28,"Employed full-time","Master's degree","Government","SAS","Mathematics or statistics"
"742","Female",57,"Employed full-time","Master's degree","Government","R","A health science"
"743","Male",39,"Employed full-time","Some college/university study without earning a bachelor's degree","Financial","Python","Computer Science"
"744","Male",33,"Employed full-time","Master's degree","Internet-based","Python","Mathematics or statistics"
"745","Male",41,"Employed full-time","Doctoral degree","Academic","Python","Computer Science"
"746","Male",45,"Employed full-time","Master's degree","Financial","R","Mathematics or statistics"
"747","Male",27,"Employed full-time","Bachelor's degree","Financial","Python","Mathematics or statistics"
"748","Male",28,"Employed full-time","Bachelor's degree","Mix of fields","Python","Mathematics or statistics"
"749","Male",50,"Employed full-time","Doctoral degree","Academic","Python","Computer Science"
"750","Male",35,"Employed full-time","Bachelor's degree","Insurance","R","Mathematics or statistics"
"751","Male",55,"Employed full-time","Doctoral degree","Academic","Python","Mathematics or statistics"
"752","Male",33,"Employed full-time","Bachelor's degree","Other","Python","Computer Science"
"753","Male",30,"Employed full-time","Doctoral degree","Technology","R","Computer Science"
"754","Male",40,"Employed full-time","Bachelor's degree","Insurance","R","Mathematics or statistics"
"755","Female",34,"Employed full-time","Doctoral degree","Government","Python","Mathematics or statistics"
"756","Male",20,"Employed part-time","Some college/university study without earning a bachelor's degree","Financial","Python","Mathematics or statistics"
"757","Male",36,"Employed full-time","Doctoral degree","Mix of fields","Python","Mathematics or statistics"
"758","Male",32,"Employed full-time","Master's degree","Financial","Python","Computer Science"
"759","Male",37,"Employed full-time","Doctoral degree","Academic","Python","Computer Science"
"760","Male",45,"Employed full-time","Master's degree","Financial","R","Computer Science"
"761","Male",30,"Employed full-time","Bachelor's degree","Pharmaceutical","R","Computer Science"
"762","Male",29,"Employed full-time","Master's degree","Other","Python","Computer Science"
"763","Male",45,"Employed full-time","Doctoral degree","Government","Python","Computer Science"
"764","Male",31,"Employed full-time","Bachelor's degree","Financial","R","Mathematics or statistics"
"765","Male",56,"Employed full-time","Doctoral degree","Academic","Python","Mathematics or statistics"
"766","Male",52,"Employed full-time","Master's degree","Other","Python","Computer Science"
"767","Male",26,"Employed full-time","Master's degree","Technology","Python","Computer Science"
"768","Male",25,"Employed full-time","Master's degree","Technology","Python","Computer Science"
"769","Male",25,"Employed full-time","Bachelor's degree","Technology","Python","Computer Science"
"770","Male",32,"Employed full-time","Bachelor's degree","Other","Python","Mathematics or statistics"
"771","Male",51,"Employed full-time","Bachelor's degree","Pharmaceutical","R","Mathematics or statistics"
"772","Female",61,"Employed full-time","Doctoral degree","Academic","R","Mathematics or statistics"
"773","Male",37,"Employed full-time","Bachelor's degree","Government","Python","Mathematics or statistics"
"774","Male",26,"Employed full-time","Bachelor's degree","Internet-based","Python","Mathematics or statistics"
"775","Male",26,"Employed full-time","Master's degree","Technology","Python","Computer Science"
"776","Male",25,"Employed full-time","Master's degree","Technology","Python","Computer Science"
"777","Female",52,"Employed full-time","Doctoral degree","Government","R","Mathematics or statistics"
"778","Female",37,"Employed full-time","Master's degree","CRM/Marketing","Python","Computer Science"
"779","Male",38,"Employed full-time","Master's degree","Mix of fields","Python","Computer Science"
"780","Male",36,"Employed full-time","Doctoral degree","Academic","Python","Mathematics or statistics"
"781","Male",47,"Employed part-time","Doctoral degree","Academic","Python","Computer Science"
"782","Male",54,"Employed full-time","Master's degree","Other","R","Computer Science"
"783","Female",37,"Employed full-time","Master's degree","Technology","R","Computer Science"
"784","Male",28,"Employed full-time","Master's degree","Academic","R","Mathematics or statistics"
"785","Female",29,"Employed full-time","Master's degree","Mix of fields","Python","Mathematics or statistics"
"786","Male",38,"Employed full-time","Master's degree","Mix of fields","Python","Computer Science"
"787","Male",34,"Employed full-time","Doctoral degree","Other","Python","Computer Science"
"788","Male",38,"Employed full-time","Master's degree","Telecommunications","Python","Computer Science"
"789","Male",41,"Employed full-time","Doctoral degree","Academic","R","Mathematics or statistics"
"790","Male",39,"Employed full-time","Bachelor's degree","Financial","R","Mathematics or statistics"
"791","Male",30,"Employed full-time","Doctoral degree","Mix of fields","Python","Mathematics or statistics"
"792","Male",31,"Employed full-time","Bachelor's degree","Pharmaceutical","R","Computer Science"
"793","Male",36,"Employed full-time","Bachelor's degree","Mix of fields","R","Mathematics or statistics"
"794","Male",30,"Employed full-time","Master's degree","Financial","Python","Computer Science"
"795","Male",40,"Employed full-time","Master's degree","Academic","Python","Computer Science"
"796","Male",23,"Employed full-time","Bachelor's degree","Other","R","Mathematics or statistics"
"797","Male",23,"Employed full-time","Bachelor's degree","Mix of fields","Python","Computer Science"
"798","Male",36,"Employed full-time","Bachelor's degree","Technology","Python","Computer Science"
"799","Male",33,"Employed full-time","Master's degree","Academic","Python","Computer Science"
"800","Female",38,"Employed full-time","Doctoral degree","Academic","R","Computer Science"
"801","Male",33,"Employed full-time","Master's degree","Technology","Python","Mathematics or statistics"
"802","Male",23,"Employed full-time","Bachelor's degree","Manufacturing","Python","Mathematics or statistics"
"803","Male",27,"Employed full-time","Master's degree","Military/Security","Python","Computer Science"
"804","Male",30,"Employed full-time","Doctoral degree","Internet-based","Python","Computer Science"
"805","Male",51,"Employed full-time","Doctoral degree","Academic","Python","Mathematics or statistics"
"806","Male",27,"Employed full-time","Master's degree","Financial","Python","Mathematics or statistics"
"807","Male",25,"Employed full-time","Bachelor's degree","Other","Python","Mathematics or statistics"
"808","Male",24,"Employed full-time","Bachelor's degree","CRM/Marketing","Python","Computer Science"
"809","Female",36,"Employed full-time","Master's degree","Financial","Python","Mathematics or statistics"
"810","Male",23,"Employed part-time","Bachelor's degree","Technology","Python","Computer Science"
"811","Male",41,"Employed full-time","Master's degree","CRM/Marketing","R","Mathematics or statistics"
"812","Male",28,"Employed full-time","Bachelor's degree","CRM/Marketing","Python","Mathematics or statistics"
"813","Male",34,"Employed full-time","Master's degree","Financial","R","Mathematics or statistics"
"814","Male",35,"Employed full-time","Doctoral degree","Internet-based","Python","Computer Science"
"815","Male",23,"Employed full-time","Bachelor's degree","Government","Python","Computer Science"
"816","Male",33,"Employed full-time","Doctoral degree","Technology","Python","Computer Science"
"817","Male",51,"Employed full-time","Master's degree","Manufacturing","SAS","Computer Science"
"818","Female",25,"Employed full-time","Master's degree","Technology","Python","Computer Science"
"819","Male",54,"Employed full-time","Master's degree","Mix of fields","Python","Computer Science"
"820","Male",34,"Employed full-time","Doctoral degree","Academic","Python","Computer Science"
"821","Male",43,"Employed full-time","Bachelor's degree","Technology","Python","Computer Science"
"822","Male",33,"Employed full-time","Master's degree","Technology","Python","Computer Science"
"823","Male",36,"Employed full-time","Master's degree","Financial","R","Computer Science"
"824","Male",22,"Employed part-time","Bachelor's degree","Academic","Python","Computer Science"
"825","Male",25,"Employed full-time","Bachelor's degree","Government","R","Mathematics or statistics"
"826","Male",29,"Employed full-time","Master's degree","Technology","Python","Computer Science"
"827","Male",42,"Employed full-time","Some college/university study without earning a bachelor's degree","Technology","R","Computer Science"
"828","Male",62,"Employed full-time","Doctoral degree","Academic","Python","Mathematics or statistics"
"829","Male",39,"Employed full-time","Doctoral degree","Academic","Python","Computer Science"
"830","Male",28,"Employed full-time","Master's degree","Internet-based","Python","Computer Science"
"831","Male",28,"Employed full-time","Bachelor's degree","CRM/Marketing","Python","Computer Science"
"832","Male",45,"Employed full-time","Master's degree","Technology","Python","Computer Science"
"833","Male",26,"Employed full-time","Master's degree","Financial","Python","Computer Science"
"834","Male",49,"Employed full-time","Master's degree","Other","Python","Computer Science"
"835","Male",34,"Employed full-time","Doctoral degree","Academic","Python","Computer Science"
"836","A different identity",30,"Employed part-time","Master's degree","Academic","Matlab","Computer Science"
"837","Male",26,"Employed full-time","Master's degree","Manufacturing","Python","Computer Science"
"838","Female",23,"Employed full-time","Bachelor's degree","Technology","R","Computer Science"
"839","Male",30,"Employed full-time","Bachelor's degree","Manufacturing","Python","Computer Science"
"840","Female",32,"Employed full-time","Master's degree","Technology","Python","Mathematics or statistics"
"841","Male",56,"Employed full-time","Master's degree","Pharmaceutical","Python","Mathematics or statistics"
"842","Female",37,"Employed full-time","Doctoral degree","Academic","Python","Mathematics or statistics"
"843","Male",24,"Employed full-time","Bachelor's degree","Other","Python","Mathematics or statistics"
"844","Female",42,"Employed full-time","Master's degree","Academic","R","Computer Science"
"845","Male",26,"Employed full-time","Bachelor's degree","Financial","Python","Computer Science"
"846","Male",37,"Employed full-time","Master's degree","Financial","Python","Mathematics or statistics"
"847","Male",27,"Employed full-time","Master's degree","Academic","Python","Mathematics or statistics"
"848","Male",41,"Employed full-time","Master's degree","Mix of fields","Python","Computer Science"
"849","Male",36,"Employed full-time","Master's degree","Academic","R","Mathematics or statistics"
"850","Male",26,"Employed part-time","Master's degree","Government","R","Computer Science"
"851","Male",22,"Employed full-time","Bachelor's degree","Technology","Python","Computer Science"
"852","Male",36,"Employed full-time","Doctoral degree","Academic","Python","Computer Science"
"853","Male",52,"Employed full-time","Doctoral degree","Academic","Python","Mathematics or statistics"
"854","Male",32,"Employed full-time","Master's degree","Government","R","Mathematics or statistics"
"855","Male",33,"Employed full-time","Doctoral degree","Other","Python","Computer Science"
"856","Male",31,"Employed full-time","Master's degree","Technology","Python","Computer Science"
"857","Female",52,"Employed full-time","Doctoral degree","Academic","R","Computer Science"
"858","Male",23,"Employed full-time","Master's degree","Insurance","Python","Mathematics or statistics"
"859","Male",31,"Employed full-time","Master's degree","Telecommunications","R","Mathematics or statistics"
"860","Female",34,"Employed full-time","Doctoral degree","Academic","R","Mathematics or statistics"
"861","Male",24,"Employed part-time","Bachelor's degree","Hospitality/Entertainment/Sports","Python","Computer Science"
"862","Male",32,"Employed full-time","Master's degree","Financial","R","Mathematics or statistics"
"863","Male",36,"Employed full-time","Bachelor's degree","Telecommunications","Python","Mathematics or statistics"
"864","Female",34,"Employed full-time","Master's degree","Academic","R","Computer Science"
"865","Male",50,"Employed full-time","Master's degree","Retail","Python","Computer Science"
"866","Male",28,"Employed full-time","Bachelor's degree","Technology","Matlab","Mathematics or statistics"
"867","Male",21,"Employed full-time","Bachelor's degree","Insurance","Python","Computer Science"
"868","Male",30,"Employed full-time","Bachelor's degree","Financial","Python","Mathematics or statistics"
"869","Male",42,"Employed full-time","Master's degree","Mix of fields","Python","Computer Science"
"870","Male",37,"Employed full-time","Master's degree","Manufacturing","Python","Computer Science"
"871","Female",23,"Employed full-time","Master's degree","Hospitality/Entertainment/Sports","Python","Mathematics or statistics"
"872","Male",32,"Employed full-time","Master's degree","Retail","R","Mathematics or statistics"
"873","Male",39,"Employed full-time","Master's degree","Other","Python","Computer Science"
"874","Male",35,"Employed full-time","Doctoral degree","Financial","Python","Mathematics or statistics"
"875","Male",39,"Employed full-time","Master's degree","Government","Python","Computer Science"
"876","Male",57,"Employed full-time","Bachelor's degree","Mix of fields","R","Computer Science"
"877","Male",46,"Employed full-time","Doctoral degree","Academic","R","Computer Science"
"878","Male",33,"Employed full-time","Bachelor's degree","Mix of fields","Python","Computer Science"
"879","Male",33,"Employed full-time","Doctoral degree","Academic","Python","Mathematics or statistics"
"880","Male",30,"Employed full-time","Doctoral degree","Academic","Python","Mathematics or statistics"
"881","Male",38,"Employed full-time","Master's degree","Internet-based","R","Mathematics or statistics"
"882","Male",34,"Employed full-time","Master's degree","Manufacturing","Python","Computer Science"
"883","Male",45,"Employed full-time","Master's degree","Retail","Python","Mathematics or statistics"
"884","Male",34,"Employed full-time","Doctoral degree","Technology","Python","Computer Science"
"885","Male",31,"Employed full-time","Doctoral degree","Academic","Python","Computer Science"
"886","Male",33,"Employed full-time","Master's degree","Financial","Python","Mathematics or statistics"
"887","Male",34,"Employed full-time","Doctoral degree","Military/Security","Matlab","Computer Science"
"888","Male",29,"Employed full-time","Master's degree","Other","Python","Computer Science"
"889","Female",34,"Employed full-time","Doctoral degree","Financial","Python","Mathematics or statistics"
"890","Male",43,"Employed full-time","Bachelor's degree","Other","Python","Computer Science"
"891","A different identity",68,"Employed full-time","Doctoral degree","Financial","Python","Mathematics or statistics"
"892","Male",30,"Employed full-time","Bachelor's degree","Academic","Python","Mathematics or statistics"
"893","Male",40,"Employed full-time","Doctoral degree","Academic","Python","Computer Science"
"894","Female",24,"Employed full-time","Bachelor's degree","Manufacturing","Python","Computer Science"
"895","Male",34,"Employed full-time","Doctoral degree","Academic","R","Mathematics or statistics"
"896","Male",24,"Employed full-time","Doctoral degree","Academic","Python","Mathematics or statistics"
"897","Male",29,"Employed full-time","Master's degree","Other","R","Computer Science"
"898","Male",35,"Employed full-time","Master's degree","Technology","R","Mathematics or statistics"
"899","Male",30,"Employed full-time","Master's degree","Financial","Python","Mathematics or statistics"
"900","Male",21,"Employed full-time","Bachelor's degree","Technology","Python","Computer Science"
"901","Male",28,"Employed full-time","Master's degree","Financial","Python","Mathematics or statistics"
"902","Male",34,"Employed full-time","Bachelor's degree","Other","Python","Computer Science"
"903","Male",21,"Employed part-time","Bachelor's degree","Technology","Python","Computer Science"
"904","Male",34,"Employed full-time","Master's degree","Mix of fields","Python","Computer Science"
"905","Male",44,"Employed full-time","Doctoral degree","Financial","Python","Mathematics or statistics"
"906","Female",29,"Employed full-time","Master's degree","Insurance","Python","Computer Science"
"907","Male",24,"Employed full-time","Master's degree","Internet-based","Python","Mathematics or statistics"
"908","Male",29,"Employed full-time","Bachelor's degree","Retail","R","Mathematics or statistics"
"909","Female",32,"Employed full-time","Bachelor's degree","Government","R","Mathematics or statistics"
"910","Male",24,"Employed full-time","Bachelor's degree","Technology","Python","Mathematics or statistics"
"911","Male",26,"Employed full-time","Bachelor's degree","Technology","R","Computer Science"
"912","Male",34,"Employed full-time","Doctoral degree","Insurance","R","Mathematics or statistics"
"913","Female",29,"Employed full-time","Doctoral degree","Academic","Python","Mathematics or statistics"
"914","Male",24,"Employed full-time","Bachelor's degree","Technology","Python","Mathematics or statistics"
"915","Male",35,"Employed full-time","Bachelor's degree","Insurance","Python","Computer Science"
"916","Male",29,"Employed full-time","Master's degree","Technology","Python","Computer Science"
"917","Male",38,"Employed full-time","Bachelor's degree","Manufacturing","Python","Computer Science"
"918","Male",26,"Employed full-time","Bachelor's degree","Government","Python","Mathematics or statistics"
"919","Male",29,"Employed full-time","Master's degree","Mix of fields","Python","Mathematics or statistics"
"920","Male",40,"Employed full-time","Master's degree","Manufacturing","Python","Computer Science"
"921","Male",42,"Employed full-time","Master's degree","Pharmaceutical","Python","Mathematics or statistics"
"922","Male",47,"Employed full-time","Bachelor's degree","Insurance","R","Mathematics or statistics"
"923","Male",24,"Employed full-time","Master's degree","Pharmaceutical","R","Mathematics or statistics"
"924","Male",39,"Employed full-time","Master's degree","Government","R","Computer Science"
"925","Male",29,"Employed full-time","Master's degree","Academic","R","Mathematics or statistics"
"926","Male",30,"Employed full-time","Master's degree","Other","Python","Mathematics or statistics"
"927","Male",47,"Employed full-time","Bachelor's degree","Hospitality/Entertainment/Sports","Python","Computer Science"
"928","Male",31,"Employed full-time","Master's degree","Government","R","A health science"
"929","Male",21,"Employed part-time","Some college/university study without earning a bachelor's degree","Mix of fields","Python","Computer Science"
"930","Male",26,"Employed part-time","Master's degree","Academic","Python","Computer Science"
"931","Male",32,"Employed part-time","Bachelor's degree","Retail","Python","Computer Science"
"932","Male",34,"Employed full-time","Bachelor's degree","Telecommunications","Python","Computer Science"
